studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Cassava mosaic disease severity|at harvesting|COMP:0000294,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,number of planted stakes per plot counting|CO_334:0000159,plant height measurement in cm|CO_334:0000018,plant stands harvested counting|CO_334:0000010,root number per plot counting|CO_334:0000011,sprout count discrete counting|CO_334:0000138,starch content percentage|CO_334:0000071,notes
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,39671,TMEB419,,plot,8251546,2022126DMAYT_cham_rep2_TMEB419_11,2,2,11,5,2,test,,0,96.7,26.625,30,122.7,8,7,28,23.07042254," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,4991871,IBA920057,IBA057,plot,8251563,2022126DMAYT_cham_rep2_IBA920057_12,2,2,12,6,2,test,,0,61.3,19.16666667,30,111.8,12,8,30,19.5," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,4926239,IBA972205,,plot,8251567,2022126DMAYT_cham_rep3_IBA972205_13,3,3,13,1,3,test,,0,50.8,13,30,113.9,5,3.75,30,10.9," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,39671,TMEB419,,plot,8251559,2022126DMAYT_cham_rep3_TMEB419_14,3,3,14,2,3,test,,0,16.9,29.125,30,114.9,8,6.75,28,10.6639485," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,4991871,IBA920057,IBA057,plot,8251551,2022126DMAYT_cham_rep3_IBA920057_15,3,3,15,3,3,test,,0,67.7,18.08333333,30,127,12,8.25,29,19.3202765," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,723,IITA-TMS-IBA980581,"98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581",plot,8251565,2022126DMAYT_cham_rep4_IBA980581_16,4,4,16,4,3,test,,0,65,19.5,30,139,10,10,28,20.8," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,2451401,KU50,,plot,8251552,2022126DMAYT_cham_rep4_KU50_17,4,4,17,5,3,test,,3,128.4,23.88888889,30,128.4,9,6.75,29,22.64186047," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,1342441,IBA980505,,plot,8251550,2022126DMAYT_cham_rep4_IBA980505_18,4,4,18,6,3,test,,0,40.7,33.125,30,116.7,8,9.5,24,19.5," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,1342441,IBA980505,,plot,8251566,2022126DMAYT_cham_rep3_IBA980505_19,3,3,19,1,4,test,,0,42.3,28.5,30,128,10,9,26,18.2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,723,IITA-TMS-IBA980581,"98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581",plot,8251556,2022126DMAYT_cham_rep3_IBA980581_20,3,3,20,2,4,test,,0,52.5,23.75,30,119.1,12,10,27,20.8," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,2451401,KU50,,plot,8251554,2022126DMAYT_cham_rep3_KU50_21,3,3,21,3,4,test,,1,119.1,38.5,30,119.1,12,9.25,30,21.10930736," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,39671,TMEB419,,plot,8251549,2022126DMAYT_cham_rep4_TMEB419_22,4,4,22,4,4,test,,0,102.7,27,30,121.9,11,10.25,30,23.7979798," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,4991871,IBA920057,IBA057,plot,8251553,2022126DMAYT_cham_rep4_IBA920057_23,4,4,23,5,4,test,,0,60.5,15.41666667,30,129.2,12,8.75,28,18.2," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",12996,2022126DMAYT_cham,2022126DMAYT_cham,RCBD,,,,no,no,2022-July-06,2023-May-03,546,Chamkar Leu district,4926239,IBA972205,,plot,8251548,2022126DMAYT_cham_rep4_IBA972205_24,4,4,24,6,4,test,,0,46.2,7.142857143,30,110.3,7,4.25,29,8.82," (Operator: lizbethpino, Time: )"
