"Date of Download: 2024-06-06_13:54:29"
"Search Parameters: Data Level:all  Trait List:  Trial List:13004  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","fresh root yield|CO_334:0000013","number of planted stakes per plot counting|CO_334:0000159","plant height measurement in cm|CO_334:0000018","plant stands harvested counting|CO_334:0000010","root weight in water|CO_334:0000158","starch content percentage|CO_334:0000071","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","4926239","IBA972205","","plot","8251817","2023135DMEPR_blik_rep2_IBA972205_16","2","2","16","4","5","test","","3.3","13","140","6","2","13.5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","723","IITA-TMS-IBA980581","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","plot","8251847","2023135DMEPR_blik_rep2_IBA980581_17","2","2","17","4","4","test","","6.7","13","94","6","4","10.5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","8251809","KU50-15","","plot","8251835","2023135DMEPR_blik_rep2_KU50-15_25","2","2","25","5","5","test","","26.0","13","149","6","15.6","27.3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","2451401","KU50","","plot","8251844","2023135DMEPR_blik_rep2_KU50_27","2","2","27","6","4","check","","33.3","13","149","6","20","26.0"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","8251808","KU50-H4","","plot","8251848","2023135DMEPR_blik_rep2_KU50-H4_30","2","2","30","6","1","test","","24.7","13","132","6","14.8","23.3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","3661327","Rayong11","","plot","8251812","2023135DMEPR_blik_rep2_Rayong11_24","2","2","24","5","4","check","","21.0","13","149","6","12.6","26.1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","5706299","Rayong72","R72","plot","8251829","2023135DMEPR_blik_rep2_Rayong72_22","2","2","22","5","2","check","","24.2","13","149","6","14.5","23.5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","140368","SM1127-8","","plot","8251840","2023135DMEPR_blik_rep2_SM1127-8_29","2","2","29","6","2","test","","3.3","13","137","4","2","23.9"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","140424","SM1669-5","","plot","8251841","2023135DMEPR_blik_rep2_SM1669-5_18","2","2","18","4","3","test","","10.3","13","148","6","6.2","17.5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","154909","SM2775-2","","plot","8251846","2023135DMEPR_blik_rep2_SM2775-2_20","2","2","20","4","1","test","","7.0","13","117","5","4.2","14.3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","154913","SM2775-4","","plot","8251828","2023135DMEPR_blik_rep2_SM2775-4_26","2","2","26","6","5","test","","15.0","13","149","6","9","25.3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","39671","TMEB419","","plot","8251827","2023135DMEPR_blik_rep2_TMEB419_23","2","2","23","5","3","test","","23.7","13","143","6","14.2","19.3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","230102","CM9912-167","","plot","8251843","2023135DMEPR_blik_rep3_CM9912-167_40","3","3","40","8","1","test","","23.7","13","216","6","14.2","22.7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","268567","GM1263-6","","plot","8251823","2023135DMEPR_blik_rep3_GM1263-6_44","3","3","44","9","4","test","","8.3","13","149","5","5","19.4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","4991871","IBA920057","IBA057","plot","8251822","2023135DMEPR_blik_rep3_IBA920057_36","3","3","36","8","5","test","","8.3","13","150","6","5","12.4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","4926239","IBA972205","","plot","8251833","2023135DMEPR_blik_rep3_IBA972205_34","3","3","34","7","4","test","","3.0","13","117","5","1.8","13.3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","723","IITA-TMS-IBA980581","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","plot","8251832","2023135DMEPR_blik_rep3_IBA980581_41","3","3","41","9","1","test","","11.3","13","134","6","6.8","17.0"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","8251809","KU50-15","","plot","8251853","2023135DMEPR_blik_rep3_KU50-15_39","3","3","39","8","2","test","","26.0","13","148","6","15.6","27.3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","2451401","KU50","","plot","8251842","2023135DMEPR_blik_rep3_KU50_38","3","3","38","8","3","check","","20.8","13","149","6","12.5","22.0"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","8251808","KU50-H4","","plot","8251830","2023135DMEPR_blik_rep3_KU50-H4_45","3","3","45","9","5","test","","25.7","13","204","6","15.4","25.1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","3661327","Rayong11","","plot","8251824","2023135DMEPR_blik_rep3_Rayong11_33","3","3","33","7","3","check","","23.3","13","218","6","14","26.5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","5706299","Rayong72","R72","plot","8251849","2023135DMEPR_blik_rep3_Rayong72_37","3","3","37","8","4","check","","20.0","13","149","6","12","25.4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","140368","SM1127-8","","plot","8251815","2023135DMEPR_blik_rep3_SM1127-8_35","3","3","35","7","5","test","","10.3","13","285","6","6.2","18.3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","140424","SM1669-5","","plot","8251811","2023135DMEPR_blik_rep3_SM1669-5_31","3","3","31","7","1","test","","18.3","13","149","6","11","21.3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","154909","SM2775-2","","plot","8251834","2023135DMEPR_blik_rep3_SM2775-2_43","3","3","43","9","3","test","","16.7","13","149","6","10","17.5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","154913","SM2775-4","","plot","8251826","2023135DMEPR_blik_rep3_SM2775-4_32","3","3","32","7","2","test","","10.0","13","143","6","6","16.0"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","13004","2023135DMEPR_blik","2023135DMEPR_blik","RCBD","","","","no","no","2023-May-19","2024-March-20","553","Bolikham district, Bolikhamxay province","39671","TMEB419","","plot","8251836","2023135DMEPR_blik_rep3_TMEB419_42","3","3","42","9","2","test","","21.7","13","189","6","13","25.1"," (Operator: lizbethpino, Time: )"
