"Date of Download: 2024-06-06_13:40:50"
"Search Parameters: Data Level:all  Trait List:  Trial List:12997  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Cassava mosaic disease severity|at harvesting|COMP:0000294","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","number of planted stakes per plot counting|CO_334:0000159","plant height measurement in cm|CO_334:0000018","plant stands harvested counting|CO_334:0000010","root number per plot counting|CO_334:0000011","sprout count discrete counting|CO_334:0000138","starch content percentage|CO_334:0000071","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","2732020","CR24-16","CR241","plot","8251579","2023127DMEPR_cham_rep2_CR241_13","2","2","13","3","3","test","","0","320","20","25","320","8","17","23","26.9995115995116"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","2732021","CR24-3","CR243","plot","8251585","2023127DMEPR_cham_rep2_CR243_10","1","1","10","2","5","test","","0","158","28.5714285714286","25","317","7","12","24","22.0434939759036"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","2732021","CR24-3","CR243","plot","8251580","2023127DMEPR_cham_rep2_CR243_16","2","2","16","4","1","test","","0","110","23.25","25","217","8","9","23","25.8492073348883"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","274835","CR52","","plot","8251592","2023127DMEPR_cham_rep2_CR52_14","2","2","14","3","4","test","","0","95","19.5","25","305","8","12","25","26.906683480454"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","4991871","IBA920057","IBA057","plot","8251572","2023127DMEPR_cham_rep2_IBA057_15","2","2","15","3","5","test","","0","130","3.77777777777778","25","365","9","6","25","20.0133185349612"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","4991822","IITA-TMS-IBA-980581","IBA581","plot","8251588","2023127DMEPR_cham_rep2_IBA581_17","2","2","17","4","2","test","","0","165","20.6666666666667","25","340","9","9","25","24.804"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","2451401","KU50","","plot","8251569","2023127DMEPR_cham_rep2_KU50_11","2","2","11","3","1","check","","0","367","43.3333333333333","25","367","9","13","25","28.5425694737515"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","5706299","Rayong72","R72","plot","8251582","2023127DMEPR_cham_rep2_R72_12","2","2","12","3","2","check","","6","100","31","25","298","8","11","25","24.8774218908501"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","340252","CR138","","plot","8251578","2023127DMEPR_cham_rep3_CR138_27","3","3","27","6","2","test","","0","153","8.42857142857143","25","340","7","11","22","18.2377011494253"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","2732020","CR24-16","CR241","plot","8251594","2023127DMEPR_cham_rep3_CR241_21","3","3","21","5","1","test","","0","290","16.5555555555556","25","290","9","10","22","26.7756710499304"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","2732021","CR24-3","CR243","plot","8251589","2023127DMEPR_cham_rep3_CR243_22","3","3","22","5","2","test","","0","140","45","25","335","5","18","18","25.6515463917526"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","274835","CR52","","plot","8251596","2023127DMEPR_cham_rep3_CR52_28","3","3","28","6","3","test","","0","120","24","25","394","6","7","25","24.0191485787246"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","4991871","IBA920057","IBA057","plot","8251571","2023127DMEPR_cham_rep3_IBA057_29","3","3","29","6","4","test","","0","125","19.3333333333333","25","395","9","6","25","20.8222222222223"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","4991822","IITA-TMS-IBA-980581","IBA581","plot","8251586","2023127DMEPR_cham_rep3_IBA581_26","3","3","26","6","1","test","","0","122","21.4285714285714","25","365","7","10","25","25.6114633436703"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","2451401","KU50","","plot","8251568","2023127DMEPR_cham_rep3_KU50_24","3","3","24","5","4","check","","0","200","22.2857142857143","25","383","7","12","23","25.2401123990165"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","5706299","Rayong72","R72","plot","8251597","2023127DMEPR_cham_rep3_R72_25","3","3","25","5","5","check","","7","120","30.625","25","318","8","18","25","24.4862880358362"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","39671","TMEB419","","plot","8251577","2023127DMEPR_cham_rep3_TMEB419_20","2","2","20","4","5","test","","0","375","30","25","375","9","11","24","19.1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","39671","TMEB419","","plot","8251587","2023127DMEPR_cham_rep3_TMEB419_23","3","3","23","5","3","test","","0","373","25.6666666666667","25","373","9","9","25","24.6024984207643"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12997","2023127DMEPR_cham","2023127DMEPR_cham","RCBD","","","","no","no","2023-June-01","2024-May-25","546","Chamkar Leu district","61468","AR35-1","AR35,AR351","plot","8251590","2023127DMEPR_cham_rep_AR351_30","3","3","30","6","5","test","","0","125","19.25","25","356","8","10","25","29.05888772582"," (Operator: lizbethpino, Time: )"
