studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,number of planted stakes per plot counting|CO_334:0000159,plant height measurement in cm|CO_334:0000018,plant stands harvested counting|CO_334:0000010,root number per plot counting|CO_334:0000011,rotted storage root counting|CO_334:0000084,starch content percentage|CO_334:0000071,notes
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,140368,SM1127-8,,plot,8251763,2022133DMEPR_laog_rep2_SM1127-8_23,2,2,23,4,6,test,,250,23.7,14,290,6,80,0,30.8676957," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,2451401,KU50,,plot,8251737,2022133DMEPR_laog_rep2_KU50_24,2,2,24,4,5,check,,181.5,30.3,14,342.5,6,85,0,33.44," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,230102,CM9912-167,,plot,8251754,2022133DMEPR_laog_rep2_CM9912-167_25,2,2,25,4,4,test,,180,39.7,14,295,6,93,0,32.57404403," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,5706299,Rayong72,R72,plot,8251762,2022133DMEPR_laog_rep2_Rayong72_26,2,2,26,4,3,check,,96,33,14,305,6,75,0,32.82369146," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,39671,TMEB419,,plot,8251733,2022133DMEPR_laog_rep2_TMEB419_27,2,2,27,4,2,test,,176,36.3,14,332.5,5,62,0,28.46526316," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,154913,SM2775-4,,plot,8251756,2022133DMEPR_laog_rep2_SM2775-4_28,2,2,28,4,1,test,,88.5,30.7,14,310,5,61,0,35.6005291," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,3661327,Rayong11,,plot,8251743,2022133DMEPR_laog_rep3_Rayong11_29,3,3,29,5,1,check,,176,37,14,270,6,84,0,31.25786579," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,268567,GM1263-6,,plot,8251764,2022133DMEPR_laog_rep3_GM1263-6_30,3,3,30,5,2,test,,225,38.3,14,352.5,6,65,0,34.10646766," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,1342441,IBA980505,,plot,8251745,2022133DMEPR_laog_rep3_IBA980505_31,3,3,31,5,3,test,,31.5,25.3,14,365,5,61,0,24.27252125," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,140368,SM1127-8,,plot,8251730,2022133DMEPR_laog_rep3_SM1127-8_32,3,3,32,5,4,test,,164,26,14,287.5,6,84,0,30.82494715," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,2451401,KU50,,plot,8251725,2022133DMEPR_laog_rep3_KU50_33,3,3,33,5,5,check,,194,41.7,14,250,6,76,0,34.90080863," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,39671,TMEB419,,plot,8251753,2022133DMEPR_laog_rep3_TMEB419_34,3,3,34,5,6,test,,180.5,39,14,240,6,60,0,30.67196468," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,723,IITA-TMS-IBA980581,"98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581",plot,8251739,2022133DMEPR_laog_rep3_IBA980581_35,3,3,35,5,7,test,,145,26.3,14,217.5,5,54,0,26.35107296," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,4991871,IBA920057,IBA057,plot,8251727,2022133DMEPR_laog_rep3_IBA920057_36,3,3,36,6,7,test,,163,26.7,14,320,6,46,0,28.86650485," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,154913,SM2775-4,,plot,8251757,2022133DMEPR_laog_rep3_SM2775-4_37,3,3,37,6,6,test,,96.5,29.7,14,320,6,65,0,32.489029," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,4926239,IBA972205,,plot,8251741,2022133DMEPR_laog_rep3_IBA972205_38,3,3,38,6,5,test,,72.5,28.3,14,325,6,78,0,29.16438356," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,230102,CM9912-167,,plot,8251749,2022133DMEPR_laog_rep3_CM9912-167_39,3,3,39,6,4,test,,174,30.3,14,329.5,6,82,0,29.65493976," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,5706299,Rayong72,R72,plot,8251738,2022133DMEPR_laog_rep3_Rayong72_40,3,3,40,6,3,check,,55.5,40.3,14,367.5,6,64,0,34.96072727," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,154909,SM2775-2,,plot,8251758,2022133DMEPR_laog_rep3_SM2775-2_41,3,3,41,6,2,test,,115,38.3,14,316,5,75,0,29.87912525," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",13002,2022133DMEPR_laog,2022133DMEPR_laog,RCBD,,,,no,no,2022-December-18,2023-October-21,518,Lao Ngam,140424,SM1669-5,,plot,8251755,2022133DMEPR_laog_rep3_SM1669-5_42,3,3,42,6,1,test,,171.5,30.3,14,305,6,63,0,32.4504717," (Operator: lizbethpino, Time: )"
